run_id,snapshot_id,region_ref,mask_refs,platform,viewport,baseline_path,actual_path,diff_path,diff_pixels,diff_ratio,threshold,status,duration_ms,failure_bucket,architecture_type,repository_name,experiment_batch_id,run_index,workflow_run_id,workflow_attempt,tool_name,platform,viewport,generated_at
desktop-176ea4da-cb18-4c26-b88e-8831211b537b,navbar_desktop_strip,navLogo,,web,desktop,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-baselines\navbar\navbar_desktop_strip\web\desktop\us\en\desktop-navbar-links-are-present-in-us\baseline.png,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-results\desktop-176ea4da-cb18-4c26-b88e-8831211b537b\navbar\navbar_desktop_strip\web\desktop\us\en\desktop-navbar-links-are-present-in-us\actual.png,,,,0.01,SKIP,1645,,GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,web,desktop,2026-06-09T17:38:55.916Z
desktop-176ea4da-cb18-4c26-b88e-8831211b537b,navbar_desktop_strip,navLogo,,web,desktop,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-baselines\navbar\navbar_desktop_strip\web\desktop\mx\es\desktop-navbar-links-are-present-in-mx\baseline.png,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-results\desktop-176ea4da-cb18-4c26-b88e-8831211b537b\navbar\navbar_desktop_strip\web\desktop\mx\es\desktop-navbar-links-are-present-in-mx\actual.png,,,,0.01,SKIP,1367,,GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,web,desktop,2026-06-09T17:38:55.916Z
desktop-176ea4da-cb18-4c26-b88e-8831211b537b,navbar_desktop_strip,navLogo,,web,desktop,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-baselines\navbar\navbar_desktop_strip\web\desktop\ch\de\desktop-navbar-links-are-present-in-ch\baseline.png,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-results\desktop-176ea4da-cb18-4c26-b88e-8831211b537b\navbar\navbar_desktop_strip\web\desktop\ch\de\desktop-navbar-links-are-present-in-ch\actual.png,,,,0.01,SKIP,1368,,GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,web,desktop,2026-06-09T17:38:55.916Z
desktop-176ea4da-cb18-4c26-b88e-8831211b537b,navbar_desktop_strip,navLogo,,web,desktop,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-baselines\navbar\navbar_desktop_strip\web\desktop\ch\fr\desktop-navbar-links-are-present-in-ch\baseline.png,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-results\desktop-176ea4da-cb18-4c26-b88e-8831211b537b\navbar\navbar_desktop_strip\web\desktop\ch\fr\desktop-navbar-links-are-present-in-ch\actual.png,,,,0.01,SKIP,1423,,GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,web,desktop,2026-06-09T17:38:55.916Z
desktop-176ea4da-cb18-4c26-b88e-8831211b537b,navbar_desktop_strip,navLogo,,web,desktop,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-baselines\navbar\navbar_desktop_strip\web\desktop\jp\ja\desktop-navbar-links-are-present-in-jp\baseline.png,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-results\desktop-176ea4da-cb18-4c26-b88e-8831211b537b\navbar\navbar_desktop_strip\web\desktop\jp\ja\desktop-navbar-links-are-present-in-jp\actual.png,,,,0.01,SKIP,1758,,GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,web,desktop,2026-06-09T17:38:55.916Z
desktop-176ea4da-cb18-4c26-b88e-8831211b537b,navbar_header_language_switcher,languageDEButton,,web,desktop,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-baselines\navbar\navbar_header_language_switcher\web\desktop\ch\fr\header-language-switcher-updates-the-locale-in-ch-de-fr\baseline.png,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-results\desktop-176ea4da-cb18-4c26-b88e-8831211b537b\navbar\navbar_header_language_switcher\web\desktop\ch\fr\header-language-switcher-updates-the-locale-in-ch-de-fr\actual.png,,,,0.02,SKIP,1529,,GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,web,desktop,2026-06-09T17:38:55.916Z
desktop-176ea4da-cb18-4c26-b88e-8831211b537b,navbar_header_language_switcher,languageDEButton,,web,desktop,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-baselines\navbar\navbar_header_language_switcher\web\desktop\ch\de\header-language-switcher-updates-the-locale-in-ch-fr-de\baseline.png,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-results\desktop-176ea4da-cb18-4c26-b88e-8831211b537b\navbar\navbar_header_language_switcher\web\desktop\ch\de\header-language-switcher-updates-the-locale-in-ch-fr-de\actual.png,,,,0.02,SKIP,1547,,GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,web,desktop,2026-06-09T17:38:55.916Z
desktop-176ea4da-cb18-4c26-b88e-8831211b537b,order_success_screen_landed,orderSuccessScreen,orderIdLabel;orderTotalText;timeEstimateText,web,desktop,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-baselines\order_success\order_success_screen_landed\web\desktop\us\en\order-success-screen-in-us-en-shows-tracking-courier\baseline.png,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-results\desktop-176ea4da-cb18-4c26-b88e-8831211b537b\order_success\order_success_screen_landed\web\desktop\us\en\order-success-screen-in-us-en-shows-tracking-courier\actual.png,,,,0.01,SKIP,562,,GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,web,desktop,2026-06-09T17:38:55.916Z
desktop-176ea4da-cb18-4c26-b88e-8831211b537b,order_success_screen_landed,orderSuccessScreen,orderIdLabel;orderTotalText;timeEstimateText,web,desktop,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-baselines\order_success\order_success_screen_landed\web\desktop\mx\es\order-success-screen-in-mx-es-shows-tracking-courier\baseline.png,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-results\desktop-176ea4da-cb18-4c26-b88e-8831211b537b\order_success\order_success_screen_landed\web\desktop\mx\es\order-success-screen-in-mx-es-shows-tracking-courier\actual.png,,,,0.01,SKIP,555,,GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,web,desktop,2026-06-09T17:38:55.916Z
desktop-176ea4da-cb18-4c26-b88e-8831211b537b,order_success_screen_landed,orderSuccessScreen,orderIdLabel;orderTotalText;timeEstimateText,web,desktop,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-baselines\order_success\order_success_screen_landed\web\desktop\ch\de\order-success-screen-in-ch-de-shows-tracking-courier\baseline.png,C:\Users\gilsa\Documents\Repos\Generat-Test-Automation-Architecture-TS\gTAA\visual-results\desktop-176ea4da-cb18-4c26-b88e-8831211b537b\order_success\order_success_screen_landed\web\desktop\ch\de\order-success-screen-in-ch-de-shows-tracking-courier\actual.png,,,,0.01,SKIP,548,,GTAA_BASELINE,gTAA,local-batch,0,NOT_AVAILABLE,NOT_AVAILABLE,playwright,web,desktop,2026-06-09T17:38:55.916Z
